"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"1704",7.005,1.392,2.701,2.738,1.521,1.499,1.702,2.143,1.582,1.371,1.23,1.294,0.861,-183.7,20.33,3.813,3.475,3.757,3.19,0.4914,1.071,0.6104,0.7213,-0.369,0.5417,-0.4919,0
"1705",8.282,1.307,2.523,2.504,1.571,1.438,1.708,2.123,1.724,1.264,1.112,1.359,0.9118,-200.7,20.08,3.506,3.324,3.847,3.485,0.3629,1.336,0.5292,0.4619,-0.7728,0.3789,-0.9625,0
"1706",5.949,0.9197,2.501,3.131,1.337,1.82,2.368,1.925,2.314,1.225,1.219,1.453,0.9055,-174.1,19.12,-0.05323,-0.6644,5.324,3.319,-1.919,4.039,-1.902,1.06,-0.738,-0.002964,-0.9261,0
"1707",6.814,1.037,2.669,3.196,1.38,1.791,2.418,2.019,2.453,1.235,1.037,1.482,0.9091,-179.2,18.72,-0.7498,-1.191,5.404,3.209,-2.496,3.935,-1.968,1.217,-0.7211,0.2343,-0.7539,0
"1708",6.523,1.112,2.62,2.823,1.475,1.408,1.785,2.316,1.649,1.431,1.204,1.196,0.837,-221.3,20.06,3.485,3.19,5.332,3.989,0.9395,1.768,0.06653,0.4468,-0.6242,0.7746,-0.9341,0
"1709",9.418,1.138,2.254,2.758,1.91,2.401,1.589,2.486,2.394,1.138,1.596,1.348,1.019,-237.5,21.74,17.61,11.74,-6.198,-4.438,4.458,-1.955,5.776,1.829,1.485,-4.206,-0.5904,0
"1710",7.791,1.301,2.929,3.008,1.496,1.358,2.126,2.424,1.956,1.363,1.198,1.268,0.8742,-202.7,19.81,3.826,4.155,5.499,5.291,1.21,1.102,1.062,0.2121,-1.388,1.33,-1.061,0
"1711",7.134,1.46,2.6,2.83,1.76,1.838,1.857,2.194,1.91,1.354,1.294,1.45,0.9209,-207.3,18.53,0.197,-0.9294,3.108,1.943,-0.9552,3.457,-1.65,0.4235,0.07807,0.3677,-0.6146,1
"1712",4.99,0.7667,1.838,2.182,1.245,1.462,1.737,1.564,1.515,1.094,1.08,1.166,0.9116,-170.7,19.27,-0.5744,-1.469,4.442,2.8,-1.487,5.561,-1.628,1.627,-0.2952,-0.5879,-0.9549,0
"1713",4.929,0.7557,1.714,2.047,1.317,1.511,1.773,1.452,1.629,1.135,1.184,1.213,0.8842,-171.1,19.29,-0.5816,-1.566,4.43,2.745,-1.687,5.44,-1.732,1.625,-0.1452,-0.3578,-0.9092,0
"1714",6.042,0.9828,2.199,2.598,1.423,1.633,1.998,1.856,1.938,1.273,1.162,1.363,0.9569,-185.7,19.07,-0.03752,-0.6978,5.07,3.057,-1.51,3.913,-1.818,1.061,-0.7226,0.2346,-0.6367,0
"1715",6.902,0.9238,2.031,2.4,1.423,1.823,1.524,2.066,1.819,1.111,1.314,1.22,1.03,-234.7,22.88,18.66,12.48,-6.756,-5.401,4.797,-2.18,4.932,0.5972,1.189,-5.416,-0.8753,0
"1716",7.1,0.9789,2.782,3.15,1.393,1.529,2.281,2.316,2.086,1.34,1.153,1.21,0.8484,-201.2,18.65,-0.1416,-0.004088,6.636,4.774,-1.501,4.124,-0.3842,1.977,-1.672,0.7691,-0.6475,0
"1717",9.553,1.876,3.932,3.975,1.373,1.465,2.422,3.165,2.252,1.373,1.132,1.185,0.8982,-224.3,19.73,4.333,4.285,3.89,4.461,2.022,1.429,1.75,-0.1171,-0.9044,0.7821,-0.8261,0
"1718",7.76,1.368,2.948,3.179,1.452,1.494,2.126,2.409,1.829,1.297,1.189,1.274,0.8905,-203.6,20.06,3.448,3.219,4.498,4.15,0.7281,1.864,0.794,0.5819,-0.7539,0.5227,-1.064,0
"1719",7.925,1.384,2.414,2.798,1.757,2.08,2.044,1.861,2.244,1.241,1.255,1.601,0.9198,-206.6,18.39,-0.2055,-1.378,3.361,1.986,-1.213,3.816,-1.745,0.6588,0.1415,0.2928,-0.6144,1
"1720",7.534,1.571,3.091,3.026,2.043,1.729,1.89,2.444,1.856,1.287,1.31,1.357,1.013,-220.3,20.32,4.836,4.458,4.455,4.122,1.598,0.3727,0.4868,-0.5337,-1.115,0.6331,-0.5688,0
"1721",5.066,0.8965,2.132,2.571,1.312,1.611,2.056,1.778,2.007,1.207,1.18,1.299,0.979,-187.8,19.28,-0.0007678,-0.7318,4.399,2.878,-1.2,4.667,-1.202,1.547,-0.2061,-0.08847,-0.96,0
"1722",4.897,0.9482,1.984,2.275,1.322,1.382,1.737,1.791,1.667,1.259,1.142,1.206,0.8545,-201.7,19.59,1.694,1.307,5.052,4.036,-0.1309,3.249,-0.6294,0.5336,-0.8376,0.4857,-0.8374,0
"1723",7.68,0.9571,3.262,3.898,1.361,2.126,3.094,2.292,3.259,1.215,1.07,1.72,0.8375,-198.4,19.26,0.9887,0.4708,4.981,3.733,-0.5921,3.462,-1.181,0.5152,-0.6362,0.4111,-1.191,0
"1724",5.409,0.9832,2.131,2.464,1.215,1.274,1.733,1.958,1.682,1.245,1.191,1.287,0.885,-201.7,19.76,1.979,1.37,4.883,3.707,-0.5182,2.641,-0.9247,0.4501,-0.8346,0.6219,-0.4766,0
"1725",10.04,1.399,2.334,2.492,1.401,1.331,1.722,1.995,1.499,1.294,1.091,1.252,0.8143,-196.4,19.34,0.986,0.821,5.151,3.812,-1.581,2.979,-0.7932,1.125,-1.152,0.3315,-0.7841,0
"1726",13.93,1.71,3.007,2.698,2.907,2.281,2.374,2.106,1.729,1.603,1.591,1.682,0.8733,-189.4,21.06,7.534,8.082,5.039,5.288,2.787,-1.703,3.057,-0.09877,-1.699,0.814,-0.6978,0
"1727",4.652,0.8709,2.039,2.414,1.313,1.538,1.9,1.759,1.967,1.185,1.122,1.397,0.8699,-179.8,18.34,-1.771,-2.409,5.175,2.935,-2.59,5.512,-2.121,2.02,-0.4812,-0.1418,-0.7849,0
"1728",4.422,1.148,1.67,2.105,1.403,1.461,1.634,1.394,1.477,1.145,1.13,1.184,0.8949,-236.1,18.94,0.6268,-0.07704,4.582,3.379,-1.601,3.536,-1.36,0.6483,-0.6384,0.05173,-0.891,0
"1729",12.21,1.958,4.168,4.104,1.864,1.56,2.426,3.341,2.294,1.417,1.182,1.285,0.9754,-216.7,20.59,6.578,6.422,3.446,4.165,2.77,-0.4411,2.591,-0.1284,-0.6692,0.5735,-0.9138,0
"1730",5.043,0.9298,1.836,2.242,1.354,1.628,1.847,1.45,1.949,1.13,1.058,1.42,0.8594,-178.7,18.84,-0.4771,-1.365,4.14,2.075,-2.499,3.248,-2.419,1.085,-0.1651,0.5064,-0.08482,0
"1731",8.524,1.167,2.306,2.183,1.598,2.373,2.186,1.501,1.814,1.388,1.383,1.64,1.074,-250.7,20.1,18.73,14.11,-1.724,-1.519,1.454,-6.348,2.845,1.066,2.381,-0.05518,0.7713,0
"1732",243.5,7.675,2.184,2.104,1.73,2.059,1.68,1.695,1.714,1.156,1.097,1.674,0.9325,-275.5,15.01,-0.8587,-1.427,2.556,1.542,-1.243,3.319,-1.367,0.7053,-0.2374,0.3415,-1.026,1
"1733",5.552,0.8577,2.085,2.53,1.32,1.616,2.05,1.56,2.001,1.166,1.073,1.255,0.8919,-167,18.84,-0.9041,-1.192,5.819,3.869,-1.862,4.719,-2.143,1.058,-0.5635,0.7004,-0.8387,0
"1734",4.476,1.188,1.786,2.178,1.385,1.398,1.712,1.563,1.458,1.233,1.114,1.224,0.8778,-234.8,19.33,1.201,0.5036,4.378,3.569,-0.887,3.447,-1.246,0.3961,-0.4832,0.1952,-1.207,0
"1735",4.872,0.9864,1.933,2.334,1.338,1.63,2.022,1.502,1.921,1.107,1.095,1.387,0.8326,-201.6,18.89,0.3669,-0.1281,4.463,3.297,-1.096,3.833,-0.599,1.313,-0.3896,0.2925,-1.304,0
"1736",5.324,1.109,2.314,2.583,1.387,1.471,1.925,1.987,1.895,1.207,1.157,1.307,0.9028,-201.7,19.3,1.56,1.551,5.072,4.087,-0.4966,2.636,-0.3928,0.6982,-1.196,0.5593,-0.9683,0
"1737",8.741,1.023,2.778,3.137,1.482,1.634,2.162,2.326,2.115,1.249,1.13,1.345,0.8734,-188.8,19.2,-0.1325,-0.4106,6.101,4.068,-1.902,4.44,-1.307,1.661,-1.335,0.162,-0.6095,0
"1738",10.12,1.422,2.816,2.819,1.567,1.435,2.147,2.224,1.893,1.361,1.209,1.396,0.8385,-215.5,20.34,4.915,4.951,4.448,4.478,1.55,0.4945,1.391,-0.02295,-1.179,0.6289,-0.8249,0
"1739",8.581,1.239,3.133,3.664,1.45,1.659,2.486,2.423,2.505,1.169,1.141,1.363,0.8496,-233.8,18.53,0.7979,0.3294,5.336,4.297,-0.3429,3.947,-1.016,0.3505,-0.3069,1.141,-1.159,0
"1740",6.86,1.179,2.615,2.764,1.49,1.451,1.919,2.238,1.898,1.301,1.218,1.32,0.9352,-197.9,20.3,2.857,2.116,3.946,2.718,-0.4875,1.773,-0.7003,0.3618,-0.867,-0.3683,-0.6947,0
"1741",7.863,1.303,3.443,3.895,1.419,1.7,2.581,2.729,2.545,1.275,1.098,1.332,0.8706,-208,19.47,1.977,2.15,6.071,4.985,-0.007047,2.599,0.04932,0.8326,-1.202,1.026,-0.9379,0
"1742",5.654,0.9456,2.221,2.766,1.29,1.71,2.111,1.776,2.106,1.183,1.105,1.373,0.9765,-174.3,18.41,-1.412,-1.953,5.285,3.029,-2.766,4.575,-1.867,1.773,-0.5439,0.2141,-0.3933,0
"1743",6.33,1.04,2.61,3.159,1.383,1.808,2.247,2.01,2.303,1.21,1.094,1.388,0.9536,-179.8,18.24,-1.276,-2.252,4.771,3.12,-1.43,5.307,-2.328,0.8522,-0.1313,0.7132,-0.5639,0
"1744",7.257,0.959,2.765,3.161,1.368,1.601,2.367,2.196,2.21,1.257,1.17,1.328,0.9024,-188,19.13,-0.05823,-0.2015,6.205,4.414,-1.709,4.649,-0.6506,2.068,-1.399,0.09028,-0.8758,0
"1745",13.3,1.912,2.457,2.568,1.955,1.235,1.595,1.941,1.491,1.131,1.044,1.14,0.8018,-224.6,19.16,3.249,1.929,4.059,3.091,0.6437,1.35,0.5173,0.09877,-0.6305,0.8848,-0.8167,0
"1746",5.022,0.8341,2.225,2.817,1.346,1.813,2.232,1.653,2.411,1.164,1.093,1.569,0.9097,-180.7,19.19,-0.2746,-1.853,4.077,1.831,-2.461,3.936,-3.046,0.4585,0.1267,-0.008719,-0.07225,0
"1747",8.898,1.453,2.905,2.798,1.706,1.526,1.835,2.385,1.587,1.283,1.137,1.328,0.9018,-213.9,20.49,4.817,4.735,4.423,4.368,1.187,0.5425,0.9055,-0.1933,-1.153,0.8006,-0.6012,0
"1748",6.11,0.9031,2.206,2.726,1.362,1.589,1.961,1.912,2.006,1.212,1.145,1.372,0.9116,-163.5,18.92,-1.15,-2.3,4.81,2.618,-2.128,5.344,-2.97,0.7805,-0.3907,-0.3724,-0.7285,0
"1749",6.127,0.8788,2.313,2.785,1.342,1.559,2.108,1.906,1.911,1.284,1.213,1.242,0.8891,-172,19.13,0.06248,-0.5554,5.145,3.567,-0.8859,4.792,-1.886,0.6928,-0.333,0.5054,-1.002,0
"1750",6.275,0.8331,2.073,2.536,1.26,1.615,2.05,1.734,2.082,1.194,1.126,1.48,0.9132,-177.7,18.32,-1.949,-2.863,5.728,2.922,-3.557,5.194,-2.54,2.056,-0.8675,-0.3081,-0.7019,0
"1751",9.149,1.142,3.732,4.182,1.433,1.734,3.202,2.672,2.908,1.403,1.259,1.288,0.9883,-229.6,19.13,2.708,2.138,4.036,3.823,0.1546,1.983,0.5315,0.7477,0.2295,1.636,-0.4109,0
"1752",6.417,0.9132,2.417,2.837,1.383,1.623,2.218,1.961,2.029,1.299,1.191,1.265,0.8646,-179.2,19.25,1.098,1.025,5.484,4.559,0.1306,3.98,-0.4001,0.9012,-0.5997,1.049,-0.9932,0
"1753",7.85,1.521,2.83,2.911,1.668,1.408,1.919,2.151,1.677,1.287,1.19,1.317,0.9078,-185.2,20.63,5.317,4.971,4.268,3.978,1.362,-0.003625,0.9048,-0.04727,-0.6924,0.9167,-0.7681,0
"1754",4.827,0.9104,2.191,2.798,1.33,1.849,2.353,1.662,2.593,1.179,1.147,1.785,0.8873,-194.7,18.06,-1.476,-2.241,6.06,3.312,-3.522,4.093,-2.231,1.49,-1.962,-0.3184,-0.8498,0
"1755",6.76,0.9181,2.493,3.147,1.323,1.828,2.225,1.924,2.156,1.213,1.186,1.39,0.8878,-171.9,19.2,0.1368,-0.6399,4.928,3.037,-1.419,4.347,-1.846,1.313,-0.01842,0.3141,-0.9039,0
"1756",260.7,8.113,2.466,2.838,1.807,2.274,1.958,1.813,2.312,1.219,1.225,1.919,1.199,-309.5,15.92,0.4001,-0.9236,2.4,0.8528,-1.124,3.579,-1.851,0.3202,0.3329,-0.7106,-0.7642,1
"1757",8.726,1.451,2.837,2.763,1.724,1.583,1.825,2.404,1.756,1.279,1.178,1.309,0.8382,-212.1,20.26,4.671,4.565,4.628,4.615,1.225,0.5928,0.9854,-0.1435,-1.183,1.014,-0.7018,0
"1758",3.585,1.781,1.988,1.812,1.67,1.515,1.572,1.462,1.268,1.199,1.108,1.124,0.8229,-234.8,17.81,0.3985,-2.485,2.441,-0.356,-2.304,2.269,-3.05,-0.8862,0.1239,-1.258,0.03448,0
"1759",5.94,1.154,2.498,2.748,1.37,1.399,2.018,1.904,1.839,1.213,1.172,1.243,0.854,-183.3,20.15,3.137,2.916,4.586,3.898,0.3288,1.867,0.2604,0.6561,-0.6176,0.7464,-0.7694,0
"1760",6.901,0.887,2.129,2.528,1.329,1.548,1.987,1.811,1.99,1.12,1.159,1.405,0.8898,-178.1,18.89,-0.4319,-1.115,4.537,2.949,-1.499,4.989,-1.277,1.544,-0.4032,-0.4399,-1.099,0
"1761",6.088,1.021,2.683,3.204,1.294,1.849,2.427,2.085,2.643,1.188,1.143,1.479,1.015,-207.4,18.79,0.3474,-0.03791,4.996,3.472,-1.411,3.568,-1.219,1.356,-0.03634,1.257,-0.5665,0
"1762",27.28,1.051,1.913,2.285,1.342,1.54,1.756,1.624,1.735,1.238,1.153,1.408,0.9506,-185.8,18.05,-2.431,-3.723,4.736,2.309,-2.477,5.691,-3.864,0.6251,-0.5056,0.1582,-0.4248,0
"1763",6.424,1.193,2.556,2.884,1.363,1.402,1.965,2.231,1.766,1.173,1.054,1.253,0.9245,-226.8,19.82,1.93,1.392,4.397,3.442,-0.9336,2.524,-0.9176,0.4196,-0.7065,0.3016,-0.6013,0
"1764",7.915,1.431,2.71,2.639,1.574,1.578,1.728,2.296,1.577,1.227,1.141,1.377,0.9332,-189.5,20.12,3.048,3.129,4.542,3.884,-0.1649,1.44,0.3131,0.4629,-1.048,0.2839,-0.9181,0
"1765",13.48,1.39,2.891,3.181,1.673,1.494,2.115,2.352,2.024,1.235,1.212,1.291,0.9593,-222.6,19.78,2.11,1.425,3.913,3.155,-0.5776,2.52,-0.8446,0.1466,-0.7103,0.1007,-0.6973,0
"1766",44.04,2.211,1.979,2.078,1.561,1.888,1.529,1.581,1.7,1.21,1.077,1.574,0.9193,-175.2,19.12,0.006184,-1.753,2.197,0.5542,-1.712,3.865,-2.971,0.2235,0.6755,-0.709,-0.41,1
"1767",5.562,0.9084,2.175,2.541,1.395,1.526,2.011,1.833,2.042,1.156,1.109,1.386,0.8684,-178.5,18.9,-0.4884,-1.375,4.632,3.275,-1.378,5.017,-1.853,0.6254,-0.7015,0.0003517,-0.6715,0
"1768",5.83,1.045,2.342,2.727,1.36,1.611,2.158,1.851,2.017,1.253,1.125,1.459,0.8549,-190.6,18.97,-0.1295,-0.5485,5.091,3.536,-1.631,4.202,-1.267,1.235,-1.013,0.0785,-0.889,0
"1769",7.239,1.826,2.778,2.93,1.635,1.372,1.855,1.971,1.846,1.187,1.066,1.262,0.8559,-230.5,17.94,1.216,-0.371,4.768,3.088,-0.5732,2.586,-0.2703,0.3963,-0.665,0.7529,-0.5229,0
"1770",7.618,1.163,3.064,3.587,1.372,1.767,2.608,2.259,2.61,1.259,1.117,1.416,0.8806,-206.8,18.8,1.182,0.7942,5.485,4.187,-0.4109,3.154,-0.1802,0.9439,-1.053,0.7294,-0.864,0
"1771",6.619,1.362,2.621,2.768,1.487,1.53,1.94,2.237,1.898,1.28,1.203,1.366,0.9045,-216,20.42,4.76,4.426,4.653,4.092,1,0.4094,0.382,-0.2249,-0.9811,0.5202,-0.9364,0
"1772",5.456,1.079,2.129,2.299,1.498,1.493,1.807,1.864,1.644,1.236,1.193,1.296,0.8843,-189.4,19.74,2.281,2.054,4.667,4.059,0.299,2.463,-0.4422,0.2209,-0.8064,0.9123,-0.8274,0
"1773",4.977,0.9366,2.158,2.716,1.333,1.708,1.945,1.7,2.104,1.128,1.132,1.515,0.8906,-186.6,18.8,-0.3378,-1.49,4.245,2.616,-1.441,4.595,-1.846,1.053,0.1622,0.3553,-1.054,0
"1774",8.594,1.684,3.408,3.323,1.656,1.584,1.756,2.944,1.701,1.39,1.128,1.274,0.959,-184.6,20.07,3.042,2.851,4.146,3.789,0.8553,2.561,0.446,0.5125,-0.8527,-0.07111,-0.9011,0
"1775",6.523,1.024,2.606,2.84,1.466,1.382,2.045,2.207,2.002,1.256,1.124,1.261,0.859,-199.8,19.32,1.897,1.742,5.227,4.781,0.6251,3.536,-0.0005307,0.7073,-0.7343,0.9883,-1.221,0
"1776",5.651,0.9701,2.004,2.287,1.354,1.466,1.86,1.747,1.777,1.324,1.185,1.312,0.9751,-184.5,19.09,0.05205,-0.481,5.329,3.347,-1.44,3.894,-1.739,0.9987,-0.8993,0.3194,-0.7873,0
"1777",4.984,0.8843,2.147,2.647,1.375,1.696,2.14,1.656,2.087,1.215,1.183,1.425,0.8835,-166.6,18.84,-0.2667,-0.8356,5.225,3.525,-1.763,4.24,-1.546,1.259,-0.7087,0.425,-0.8519,0
"1778",35.8,1.072,1.897,2.344,1.34,1.612,1.88,1.609,1.826,1.145,1.093,1.459,0.8705,-180.3,19.01,-1.535,-2.984,4.514,1.879,-2.666,5.86,-3.345,0.9744,-0.2117,-1.451,-1.339,0
"1779",5.323,0.9325,2.017,2.388,1.372,1.538,1.92,1.797,1.925,1.256,1.125,1.297,0.9201,-194,18.67,-0.3986,-0.9625,4.98,3.286,-1.284,4.494,-1.602,1.013,-0.7664,0.1962,-0.8872,0
"1780",4.704,0.8878,1.839,2.17,1.35,1.42,1.632,1.634,1.515,1.233,1.165,1.306,0.9136,-192.8,19.06,-0.32,-1.389,4.808,2.725,-1.931,4.5,-2.055,1.183,-0.2944,-0.07279,-0.6301,0
"1781",8.978,1.591,3.172,3.04,1.834,1.608,1.921,2.465,1.685,1.509,1.291,1.45,0.9306,-180.9,20.59,4.575,4.338,3.996,3.707,1.115,0.7585,0.8029,0.3097,-0.4037,0.8371,-0.4692,0
"1782",5.124,0.8329,2.226,2.637,1.351,1.548,2.086,1.887,1.94,1.276,1.175,1.247,0.821,-180,19.46,1.425,1.27,5.425,4.546,0.237,3.764,-0.2871,0.9748,-0.437,1.13,-1.013,0
"1783",6.004,0.8207,1.859,2.223,1.408,1.499,1.779,1.673,1.71,1.255,1.111,1.35,0.8698,-184.6,18.43,-1.776,-2.94,5.707,2.6,-3.57,5.035,-2.791,1.91,-1.054,-0.5987,-0.6882,0
"1784",17.8,1.596,3.914,4.464,1.982,1.983,2.805,2.942,2.594,1.424,1.374,1.533,0.9717,-209,20.23,3.365,2.344,3.137,2.431,0.02883,1.681,-0.4246,-0.003779,-0.2176,-0.1659,-0.4368,0
"1785",6.313,1.238,2.564,2.749,1.444,1.384,2.02,2.069,1.878,1.302,1.109,1.289,0.9173,-185.8,18.27,-1.038,-1.244,5.136,3.393,-2.147,3.934,-1.756,1.389,-0.748,1.022,-0.8878,0
"1786",5.943,1.01,2.575,3.143,1.313,1.781,2.346,1.878,2.237,1.188,1.09,1.351,0.9083,-182.7,18.53,-0.3995,-0.8552,5.325,3.745,-1.9,4.266,-0.951,1.818,-0.9701,0.6082,-0.4908,0
"1787",300,9.38,3.255,3.229,2.28,2.381,1.913,2.405,1.952,1.25,1.21,2.245,1.396,-341.3,15.29,2.133,1.316,2.347,1.489,0.1058,2.379,-0.3706,0.2588,0.08024,-0.4771,-1.091,1
"1788",4.373,1.088,1.91,2.404,1.395,1.617,1.85,1.483,1.865,1.127,1.123,1.378,0.936,-218.6,18.06,-0.5481,-1.853,4.741,2.544,-1.325,4.086,-1.974,0.7147,0.07867,0.6644,-0.8881,0
"1789",5.851,0.9404,2.25,2.724,1.461,1.716,2.066,1.881,2.117,1.254,1.234,1.41,0.8972,-177.1,18.78,-0.05919,-0.8412,4.856,3.467,-1.356,4.505,-1.69,0.7311,-0.5698,0.4316,-0.6301,0
"1790",6.7,1.04,2.861,3.216,1.312,1.548,2.355,2.331,2.335,1.327,1.217,1.315,0.8472,-194.5,19.03,0.5576,0.3804,4.592,3.668,-0.566,3.88,-0.7566,0.8353,-0.9942,0.2253,-0.9773,0
"1791",167.2,5.562,1.856,1.875,1.756,1.836,1.544,1.445,1.704,1.106,1.104,1.491,1.015,-211.7,18.25,0.5043,-1.204,2.134,0.5565,-1.504,3.685,-2.527,0.3139,0.6501,-0.8419,-0.5267,1
"1792",5.899,0.9419,2.419,2.936,1.407,1.563,2.086,2.064,2.09,1.164,1.148,1.347,0.9244,-192,18.58,-1.093,-2.407,4.75,2.838,-1.579,5.068,-3.338,0.2399,-0.3061,0.2617,-0.7877,0
"1793",4.695,1.063,1.844,2.581,1.503,1.747,1.834,1.574,1.846,1.212,1.203,1.395,0.9183,-209.4,17.64,-1.012,-2.673,5.277,3.019,-1.398,4.9,-2.302,0.6701,0.3645,0.8741,-0.7804,0
"1794",4.612,0.8214,1.768,1.613,1.554,1.664,1.669,1.731,1.29,1.28,1.325,1.272,1.136,-223.8,23.32,20.89,14.33,-7.317,-5.917,4.485,-3.9,6.323,1.056,0.5863,-6.128,0.08754,0
"1795",6.896,1.102,2.786,3.181,1.359,1.649,2.216,2.425,2.337,1.264,1.141,1.391,0.9583,-184.9,18.52,-0.3918,-1.137,4.563,3.455,-0.9007,5.106,-1.803,0.6803,-0.475,0.4572,-0.8239,0
"1796",7.931,1.342,2.742,3.128,1.421,1.506,2.144,2.16,2.002,1.262,1.217,1.292,0.9446,-228.3,19.36,0.9903,0.1953,4.141,2.929,-1.245,2.955,-1.554,0.4496,-0.2571,0.475,-0.5674,0
"1797",3.673,2.059,2.25,1.954,1.71,1.454,1.411,1.141,1.244,1.114,1.009,1.019,0.7597,-239.4,16.67,-0.427,-4.049,2.727,0.8572,-1.048,4.844,-2.87,-1.717,0.4246,-0.5223,0.4897,0
"1798",5.063,0.8754,2.133,2.751,1.41,1.888,2.361,1.64,2.631,1.173,1.158,1.808,0.883,-195.4,18.26,-1.079,-2.18,5.287,2.873,-2.77,4.162,-2.802,0.9122,-0.5574,0.01682,-1.532,0
"1799",9.743,1.594,3.023,2.782,2.048,1.888,1.996,2.468,1.932,1.356,1.334,1.534,1.002,-211.5,21.06,6.345,6.095,3.422,3.556,1.601,-0.8846,1.629,-0.2487,-1.075,0.1285,-0.4475,0
"1800",7.084,1.221,1.938,2.201,1.673,2.192,1.527,2.057,1.797,1.191,1.177,1.733,1.036,-244,21.17,17.1,11.03,-5.774,-4.583,3.812,-1.181,5.712,2.146,1.424,-4.062,-0.444,0
"1801",6.052,1.061,2.384,2.693,1.332,1.538,1.881,2.067,1.963,1.25,1.177,1.289,0.8735,-185.9,19.37,1.087,0.6579,4.659,3.396,-0.7641,3.49,-0.6751,1.326,-0.339,0.6271,-0.5916,0
"1802",7.735,1.539,3.231,3.463,1.372,1.467,1.929,2.698,1.788,1.465,1.211,1.2,0.8887,-188.3,19.39,1.197,0.9611,4.866,3.704,-0.6191,3.6,-0.8044,0.9394,-0.688,0.2454,-0.835,0
"1803",8.439,1.666,2.937,2.946,2.053,1.834,1.931,2.491,1.827,1.235,1.243,1.449,0.9826,-208.9,20.91,6.401,6.048,3.874,3.959,1.776,-0.7821,1.273,-0.5578,-0.7515,0.6652,-0.7408,0
"1804",5.954,1.151,2.345,2.92,1.376,1.491,2.045,1.919,1.791,1.187,1.284,1.328,0.935,-209.4,19.21,1.652,1.186,5.198,4.277,0.06252,3.071,-0.2536,0.7417,-0.1935,1.026,-1.27,0
"1805",6.84,1.162,2.552,2.756,1.507,1.555,1.85,2.28,1.832,1.235,1.194,1.307,0.9991,-199.7,19.87,2.011,1.181,4.384,3.088,-0.6871,2.499,-1.361,0.05596,-0.8229,0.1403,-0.5301,0
"1806",6.637,1.069,2.737,3.144,1.331,1.585,2.235,2.265,2.243,1.315,1.141,1.319,0.9097,-194.9,18.7,-0.1598,-0.5364,5.035,3.873,-1.275,4.226,-1.289,0.8125,-1.048,0.573,-0.821,0
"1807",11.06,1.874,3.749,3.634,1.947,1.601,2.055,2.98,1.888,1.407,1.211,1.465,0.9241,-200.1,20.21,4.756,4.887,4.609,4.697,1.592,0.5965,1.628,0.2732,-0.9433,1.094,-0.8876,0
"1808",6.274,0.8923,1.929,2.274,1.436,1.812,1.455,1.992,1.728,1.159,1.223,1.21,1.001,-235.5,22.7,18.31,12.11,-6.836,-5.537,4.813,-1.646,4.852,0.6008,1.149,-5.555,-1.056,0
"1809",7.931,1.534,3.161,3.065,2.004,1.556,1.875,2.584,1.72,1.336,1.219,1.347,0.9058,-200.1,20.54,5.451,5.788,5.545,5.308,2.007,0.1641,1.771,0.1623,-1.393,0.9994,-0.9151,0
"1810",5.636,0.8078,1.856,2.229,1.269,1.533,1.786,1.573,1.716,1.153,1.128,1.314,0.9171,-171.4,19.26,-0.6423,-1.644,4.334,2.658,-1.63,5.616,-1.697,1.669,-0.2041,-0.5875,-0.9359,0
"1811",6.949,1.345,2.836,3.065,1.617,1.7,2.122,2.391,2.043,1.245,1.172,1.328,0.8733,-206,20.2,3.95,3.499,4.071,3.77,0.9738,1.106,0.1874,-0.3019,-0.8947,0.6566,-0.5458,0
"1812",6.104,1.235,1.872,1.978,1.77,2.011,1.63,1.637,1.837,1.328,1.237,1.605,0.9589,-174.2,18.62,-0.7545,-2.186,2.705,1.218,-1.632,4.503,-2.617,0.6751,0.5769,-0.06631,-0.492,1
"1813",5.778,0.9077,2.05,2.47,1.279,1.519,1.787,1.899,1.933,1.177,1.147,1.345,0.9165,-178.1,18.83,-0.5489,-1.337,4.397,2.667,-1.547,4.914,-1.584,1.543,-0.2866,-0.3564,-0.8106,0
"1814",11.58,1.747,3.605,3.332,2.478,2.112,2.147,2.779,1.921,1.522,1.329,1.539,1.006,-198.3,21.03,6.145,6.039,4.053,4.147,1.896,-0.399,1.655,-0.1332,-0.9537,0.5497,-0.6612,0
"1815",6.18,0.9436,2.425,3.074,1.327,1.869,2.444,1.879,2.425,1.152,1.159,1.599,0.8989,-181.1,18.82,-0.5383,-1.622,4.747,2.624,-1.843,4.437,-2.423,0.6428,-0.5528,-0.3114,-0.982,0
