"","MFCC.Overall.Standard.Deviation0","MFCC.Overall.Standard.Deviation1","MFCC.Overall.Standard.Deviation2","MFCC.Overall.Standard.Deviation3","MFCC.Overall.Standard.Deviation4","MFCC.Overall.Standard.Deviation5","MFCC.Overall.Standard.Deviation6","MFCC.Overall.Standard.Deviation7","MFCC.Overall.Standard.Deviation8","MFCC.Overall.Standard.Deviation9","MFCC.Overall.Standard.Deviation10","MFCC.Overall.Standard.Deviation11","MFCC.Overall.Standard.Deviation12","MFCC.Overall.Average0","MFCC.Overall.Average1","MFCC.Overall.Average2","MFCC.Overall.Average3","MFCC.Overall.Average4","MFCC.Overall.Average5","MFCC.Overall.Average6","MFCC.Overall.Average7","MFCC.Overall.Average8","MFCC.Overall.Average9","MFCC.Overall.Average10","MFCC.Overall.Average11","MFCC.Overall.Average12","CLASS"
"340",10.77,1.745,2.189,2.11,2.043,1.638,1.856,1.632,1.421,1.327,1.263,1.322,0.938,-241.1,18.64,3.666,2.337,4.214,2.813,-0.168,0.5795,0.7608,0.6162,-0.8478,0.1952,-0.4019,0
"341",12.3,2.11,3.208,3.337,2.379,1.822,2.197,2.25,2.063,1.418,1.195,1.571,0.9522,-223.2,16.54,-1.734,-2.267,7.437,4.482,-2.777,3.421,-1.851,1.253,-1.141,1.962,-0.8429,1
"342",16.11,1.157,2.319,2.261,1.878,1.539,1.815,1.953,1.701,1.259,1.29,1.29,0.845,-226.1,20.97,6.472,5.104,2.036,2.564,2.526,0.1847,0.4886,-1.118,0.2509,0.3398,-0.6615,0
"343",17.24,1.034,2.331,2.494,2.037,1.894,2.027,2.053,1.918,1.648,1.462,1.698,1.039,-196.9,20.49,3.678,2.017,1.49,1.261,1.174,2.648,-0.5851,0.03573,1.209,-0.5974,-1.269,1
"344",9.395,1.397,2.726,3.034,1.716,1.563,2.032,1.931,1.881,1.294,1.222,1.277,0.9187,-236.6,18.73,1.571,0.3073,4.607,2.405,-1.243,2.003,-0.6193,0.8166,-0.7728,-0.03746,-0.06329,1
"345",7.709,1.407,2.501,2.694,1.766,1.533,1.742,1.968,1.592,1.254,1.242,1.276,0.8867,-231.7,19.54,3.119,1.756,3.291,2.102,-0.0009324,1.838,0.1981,0.5834,-0.353,-0.3331,-0.3349,1
"346",14.13,2.211,3.272,3.37,2.563,1.854,2.179,2.211,1.89,1.354,1.139,1.581,0.9374,-227,18.2,1.417,0.9507,5.816,3.572,-1.846,1.57,-1.04,0.8309,-0.2806,1.157,-1.24,1
"347",13.75,0.8921,1.947,2.231,1.702,1.775,1.626,1.791,1.467,1.235,1.36,1.257,1.018,-129.7,21.59,4.616,1.906,-0.5226,-1.044,0.738,1.991,-1.625,-0.811,2.151,-1.697,0.1423,1
"348",7.326,1.508,1.951,2.111,1.916,1.716,1.523,1.651,1.333,1.297,1.302,1.443,0.9395,-232.6,16.7,-2.1,-3.127,7.19,3.843,-3.304,3.801,-2.306,1.612,-1.056,1.197,-0.8014,1
"349",14.13,1.972,3.477,3.551,2.237,1.663,2.319,2.207,2.059,1.26,1.189,1.374,0.9379,-237.5,20.06,6.352,4.402,1.665,1.659,2.092,0.08045,1.174,-0.4339,0.3934,-0.06517,-0.5345,1
"350",15.77,1.32,2.201,2.254,1.852,1.548,2.01,1.792,1.572,1.668,1.244,1.378,0.9743,-212.7,20.13,2.551,1.266,3.119,1.808,-0.4983,2.522,-0.5436,0.8149,0.1749,-0.8317,-0.9291,1
"351",13.94,1.56,2.94,2.752,2.052,1.591,2.042,1.996,1.779,1.256,1.196,1.3,0.8994,-232.5,19.58,4.821,3.222,2.363,2.314,1.668,0.8039,0.09433,-0.6657,0.2779,0.6315,-0.8316,0
"352",17.57,1.637,3.312,3.29,2.549,1.903,2.529,2.421,2.104,1.418,1.424,1.463,0.9329,-221,19.47,3.047,2.234,4.314,2.919,-0.8241,0.9498,-0.1727,0.6539,-0.6733,0.3652,-0.4893,0
"353",8.493,1.214,2.214,2.253,1.654,1.423,1.692,1.748,1.526,1.158,1.259,1.102,0.8317,-215.6,19.77,2.758,2.538,5.588,4.308,-1.016,1.407,0.1156,0.5721,-2.231,0.1969,-0.2748,0
"354",8.806,1.493,2.485,2.625,1.867,1.576,1.792,1.783,1.565,1.284,1.135,1.411,1.002,-225.6,17.99,-0.6538,-1.845,5.783,2.775,-3.02,2.817,-2.443,1.247,-0.3108,1.177,-0.08547,1
"355",13.63,2.084,2.548,2.496,2.065,1.791,1.883,1.862,1.688,1.247,1.199,1.373,0.9662,-240.9,19.08,5.251,3.639,2.955,2.761,1.793,0.4898,1.034,-0.3013,0.02543,0.5836,-0.682,0
"356",10.33,1.523,2.588,2.752,1.866,1.564,1.871,1.781,1.767,1.233,1.197,1.296,0.9486,-227.4,18.24,0.3665,-0.3987,5.819,3.473,-1.805,2.731,-1.042,1.215,-0.7337,0.9478,-0.2735,1
"357",11.95,1.321,2.79,2.891,2.038,1.798,2.266,1.961,2.18,1.266,1.348,1.346,0.8889,-223.6,20.78,6.521,5.963,3.353,3.569,2.019,-0.3951,2.174,0.1572,-0.3857,0.6215,-0.4735,1
"358",9.592,1.587,2.605,2.777,2.124,1.677,2.049,1.917,1.95,1.291,1.255,1.358,0.9026,-221.7,17.82,1.289,1.172,6.935,5.156,-1.486,1.487,0.3152,1.394,-1.529,1.959,-0.8259,1
"359",11.6,1.756,2.913,2.908,1.92,1.607,2.038,2.042,1.898,1.27,1.257,1.282,0.912,-241.1,18.52,4.851,3.757,4.863,3.915,0.7799,0.1166,1.946,0.4759,-1.738,0.4009,-0.147,0
"360",11.34,1.591,2.677,2.876,2.201,1.803,2.063,2.069,2.034,1.368,1.382,1.395,0.8781,-226.8,17.87,0.7419,0.5065,6.887,4.686,-1.799,1.971,-0.1019,1.491,-1.589,1.364,-0.6436,1
"361",14.96,1.553,3.027,3.127,2.369,1.911,2.204,2.334,2.044,1.386,1.339,1.479,0.9007,-219.3,18.92,1.794,1.171,5.264,3.72,-1.042,2.031,-0.05309,0.9616,-1.173,0.6322,-0.5289,0
"362",13.21,1.54,2.833,3.036,2.163,1.595,2.349,1.884,1.86,1.456,1.437,1.304,0.9491,-233.4,19.11,2.232,1.18,5.267,3.135,-1.125,1.569,-0.3438,0.8174,-1.108,0.2131,-0.2053,1
"363",15.78,2.155,3.332,3.407,2.518,1.997,2.166,2.298,2.203,1.392,1.443,1.598,0.948,-211.8,17.82,0.3608,0.2188,6.304,4.339,-1.943,2.063,-0.7753,1.162,-1.419,1.432,-0.9523,1
"364",10.64,1.521,2.558,2.71,1.757,1.469,1.758,1.923,1.651,1.269,1.244,1.309,0.8965,-238.3,19.27,3.364,1.88,3.832,2.803,0.7194,1.552,-0.5443,-0.3639,-0.03587,0.5709,-0.7053,1
"365",11.36,1.392,2.802,3.01,1.861,1.605,2.04,2.226,1.853,1.29,1.262,1.262,0.8616,-231.6,18.93,2.4,2.071,5.827,4.156,-0.9423,1.411,0.4235,1.067,-1.813,0.3851,-0.5498,1
"366",9.202,1.455,2.442,2.554,1.986,1.556,1.936,1.744,1.64,1.359,1.246,1.347,0.898,-224.9,18.55,1.799,1.332,5.679,3.921,-1.189,1.526,-0.06455,1.252,-0.84,1.353,-0.6283,1
"367",12.91,1.597,2.964,3.183,1.99,1.648,1.93,2.251,1.81,1.225,1.239,1.341,0.8862,-235.7,18.79,2.307,1.168,5.069,3.337,-0.5482,1.799,-0.4037,0.4782,-0.5119,0.6698,-0.5705,1
"368",14.11,1.583,2.739,2.793,2.234,1.723,1.902,1.997,1.956,1.317,1.395,1.418,0.9795,-241,20.07,5.296,3.469,2.967,2.093,0.8675,0.4817,0.5136,-0.09033,-0.1597,-0.2183,-0.1762,1
"369",11.15,1.478,2.681,2.719,2.067,1.577,2.182,1.864,1.927,1.285,1.293,1.27,0.8903,-223.5,19.38,5.002,4.433,4.468,3.663,-0.4094,-1.53,1.594,0.7166,-1.326,1.344,0.1079,1
"370",14.05,1.531,2.837,2.885,2.21,1.704,1.961,2.045,1.997,1.276,1.397,1.288,0.9768,-231.9,19.26,3.413,1.678,2.572,2.313,1.594,2.442,-0.4261,-0.629,0.4949,0.4192,-0.6586,1
"371",12.01,1.788,2.906,2.94,2.112,1.708,2.148,2.021,2.051,1.27,1.246,1.414,0.8944,-215.1,17.21,0.9438,1.027,6.531,5.345,-1.014,1.544,0.7048,1.041,-1.617,2.362,-0.9571,1
"372",10.7,1.647,2.7,2.923,2.183,1.701,2.153,1.756,1.942,1.253,1.316,1.344,0.9048,-221.7,16.83,-1.539,-1.653,8.244,4.859,-3.579,3.03,-0.8042,2.493,-2.152,1.562,-0.2617,1
"373",14.27,1.968,3.052,2.821,2.362,1.74,2.352,1.973,2.072,1.384,1.421,1.263,0.9794,-240.3,18.65,5.907,4.493,4.076,3.624,1.453,-0.2148,2.126,0.2861,-1.097,0.5742,-0.4625,1
"374",8.225,1.74,2.256,2.379,1.828,1.529,1.61,1.7,1.575,1.15,1.131,1.392,0.9358,-215.1,15.43,-3.185,-3.251,8.861,6.231,-2.638,4.175,-2.132,1.278,-1.393,3.829,-1.505,1
"375",11.73,1.194,2.509,2.603,2.057,1.696,2.151,1.874,1.933,1.349,1.352,1.253,0.916,-222,20.05,4.361,3.966,4.331,3.47,0.1944,0.4901,1.252,0.9428,-0.8701,0.3108,-0.5324,1
"376",9.683,1.825,2.954,2.896,2.398,1.667,2.097,2.059,1.69,1.477,1.305,1.395,1.003,-233.9,18.99,2.68,1.841,5.206,3.515,-0.6294,1.283,-0.2225,0.6846,-0.6659,0.8105,-0.6349,1
"377",9.124,1.324,2.154,2.184,1.629,1.404,1.835,1.697,1.707,1.257,1.144,1.275,0.8675,-231.8,18.6,3.512,2.809,4.2,3.821,0.8884,0.7953,0.779,-0.03797,-0.7178,1.161,-1.095,1
"378",13.76,1.75,3.447,3.283,2.596,1.829,2.417,2.707,2.124,1.512,1.497,1.598,1.013,-220.8,18.72,2.953,2.652,5.236,4.228,-0.3631,0.803,0.5546,0.6112,-1.438,1.123,-0.7591,1
"379",15.44,1.692,2.54,2.526,2.087,1.716,1.93,1.918,1.869,1.387,1.394,1.415,0.9342,-235.3,19.03,3.713,2.026,2.029,1.703,0.9073,1.331,0.2415,-0.027,0.5407,0.3508,-0.6231,1
"380",24.02,2.23,3.142,2.981,3.342,2.738,2.47,2.148,1.828,2.025,2.076,1.849,0.9802,-206.2,19.35,2.826,1.787,3.266,2.472,0.173,1.926,0.2607,0.5828,-0.2374,-0.01456,-0.7342,1
"381",9.572,1.467,2.88,2.554,2.429,1.673,2.137,2.113,1.838,1.434,1.359,1.397,0.9547,-234.2,19.31,5.885,5.089,4.317,3.964,1.258,-0.8624,1.648,0.01274,-1.207,1.016,-0.7612,1
"382",9.152,1.557,2.87,2.895,1.977,1.613,1.9,2.166,1.786,1.179,1.231,1.386,0.8952,-215.9,18.91,1.463,1.282,5.864,4.205,-1.667,1.688,-0.6768,0.9721,-1.302,1.29,-0.4192,1
"383",10.69,1.693,2.811,2.953,2.206,1.635,2.106,1.804,1.882,1.278,1.334,1.293,0.8961,-232.8,18.32,0.8726,0.3174,6.247,3.417,-3.02,1.598,-0.1652,1.938,-1.662,0.1852,-0.05546,1
"384",12.11,2.222,3.183,3.485,2.198,1.686,2.168,2.026,1.826,1.331,1.281,1.398,0.8945,-242.3,17.26,0.9309,0.09001,6.519,3.998,-1.527,1.696,0.1198,1.228,-1.57,0.7387,-0.3198,1
"385",6.033,1.313,2.092,2.177,1.396,1.301,1.713,1.6,1.614,1.202,1.157,1.245,0.8338,-243,19.14,4.537,3.192,3.439,2.953,1.383,0.9974,1.239,0.0456,-0.553,0.1938,-0.6369,0
"386",10.52,1.492,2.36,2.279,2.072,1.745,1.69,1.836,1.545,1.288,1.298,1.336,0.9745,-239.3,20.23,6.469,4.457,1.698,1.844,2.282,0.2542,0.6282,-0.873,0.04093,-0.3178,-0.724,0
"387",10.12,1.683,2.798,2.817,2.047,1.732,1.853,2.474,1.65,1.459,1.274,1.5,0.9618,-240.8,18.96,2.681,1.261,4.538,2.438,-0.9901,0.8854,-0.908,-0.1057,-0.9063,-0.4806,-0.8062,1
"388",8.908,1.749,2.842,3.005,1.973,1.513,1.912,2.072,1.618,1.388,1.282,1.261,0.9073,-225.2,17.7,-0.869,-1.167,7.301,4.192,-3.308,2.908,-1.343,1.94,-1.77,0.8908,-0.4175,1
"389",12.99,1.803,3.209,3.377,2.376,1.991,2.222,2.357,2.219,1.371,1.354,1.563,0.9655,-212.9,17.87,-0.5421,-0.8491,6.41,3.836,-2.87,2.899,-1.078,1.89,-1.236,1.032,-0.6392,1
"390",16.88,1.856,3.126,3.247,2.081,1.654,2.378,2.182,2.088,1.409,1.279,1.369,0.9198,-227.8,19.23,5.049,4.025,3.701,3.315,1.082,-0.1013,1.442,0.1681,-0.4974,0.8897,-0.6624,1
"391",9.847,1.688,3.154,3.249,2.075,1.653,1.94,2.294,1.83,1.25,1.231,1.333,0.9523,-226.8,19.9,4.24,3.522,4.816,3.525,-0.3216,-0.1537,0.2423,0.2945,-1.075,0.6784,-0.2013,1
"392",9.134,1.257,2.12,2.289,1.691,1.387,1.751,1.704,1.581,1.245,1.313,1.229,0.952,-230.7,18.87,1.022,0.1592,4.869,2.918,-1.449,2.807,-0.6532,1.092,-0.892,0.0581,-0.1479,1
"393",14.05,1.363,2.691,2.988,1.691,1.608,2.034,2.244,2.127,1.229,1.146,1.266,0.861,-236.3,17.96,1.808,0.8326,5.18,3.355,-0.8287,1.562,0.1851,0.7819,-0.9329,0.6034,-0.6016,0
"394",35.01,1.573,2.644,2.562,2.152,1.566,1.964,1.845,1.713,1.238,1.249,1.312,0.9045,-234.1,20.46,6.557,4.967,1.843,2.308,2.68,0.1231,0.9897,-0.9109,0.1567,0.2176,-0.7072,1
"395",14.28,1.145,2.214,2.512,1.464,1.573,1.561,1.965,1.676,1.354,1.355,1.177,0.9252,-136.9,19.1,-1.043,-3.974,0.6419,-1.51,-1.833,6.214,-3.549,0.5128,1.633,-2.585,-0.07066,1
"396",13.71,1.981,3.01,3.003,2.067,1.661,1.858,2.259,1.677,1.388,1.295,1.431,0.9244,-226,19.43,4.002,3.289,4.084,3.054,-0.229,0.2141,1.168,0.6989,-1.422,0.01289,-0.392,1
"397",9.716,1.593,2.858,2.961,1.714,1.659,2.255,1.904,2.233,1.229,1.229,1.388,0.9129,-249.2,17.54,4.093,2.78,5.098,3.925,0.6553,0.4444,1.92,0.6394,-0.8977,0.8651,-0.5189,1
"398",7.786,1.664,2.468,2.631,1.679,1.362,1.78,1.895,1.523,1.272,1.206,1.285,0.8719,-233.9,18.18,2.083,1.281,5.595,3.913,-0.7662,1.171,0.0841,0.8332,-1.203,1.061,-0.6554,1
"399",13.72,1.958,3.34,3.556,2.529,2.194,2.304,2.383,2.212,1.498,1.472,1.578,1.067,-211.8,18,-0.197,-0.8497,5.832,3.318,-2.927,2.319,-1.578,1.399,-1.059,0.8989,-0.6523,1
"400",17.72,1,2.446,2.6,1.844,1.705,1.719,2.185,1.638,1.23,1.265,1.353,0.8964,-150.8,23.15,8.768,6.094,-1.733,-1.366,2.042,-1.415,0.2081,-1.586,1.735,-2.215,0.4845,1
"401",11.76,1.609,3.027,3.258,1.957,1.448,2.13,2.224,1.985,1.297,1.196,1.251,0.9003,-233.4,18.51,1.999,1.712,6.92,4.554,-2.056,1.144,0.4475,1.722,-1.838,0.872,-0.1102,0
"402",16.92,1.668,2.594,2.624,2.156,1.701,1.976,2.084,1.93,1.426,1.454,1.467,0.9991,-229.6,19.64,3.046,1.071,2.298,1.741,1.144,2.793,-1.618,-0.8395,1.238,0.308,-0.827,1
"403",14.35,1.229,2.094,2.098,2.275,1.903,1.851,1.782,1.635,1.521,1.455,1.367,0.9559,-210.5,19.02,-0.09648,-0.4586,5.723,3.379,-2.581,3.375,-1.535,1.379,-0.9922,-0.1545,-1.025,1
"404",13.74,1.358,2.735,2.851,2.096,1.712,2.08,2.263,2.137,1.223,1.351,1.417,0.8921,-225.9,19.7,5.886,4.891,2.927,3.623,2.968,0.3129,1.523,-0.7371,0.08666,1.278,-0.9826,1
"405",11.44,1.498,2.002,2.001,1.919,1.578,1.737,1.554,1.617,1.167,1.26,1.253,0.8652,-234.4,17.89,2.549,2.041,4.913,4.052,-0.07828,1.11,1.19,0.8048,-1.092,1.169,-0.8421,0
"406",9.835,1.422,2.712,2.791,2.024,1.614,1.928,2.185,1.708,1.289,1.296,1.338,0.9149,-230.9,18.91,2.338,2.033,6.531,4.69,-0.8663,1.383,-0.2205,0.7255,-1.525,1.026,-0.7865,0
"407",15.82,1.523,2.859,2.854,2.126,1.567,2.458,1.997,1.921,1.391,1.3,1.274,0.8851,-223.8,19.18,3.447,2.965,4.831,3.844,-0.01187,0.5279,0.2906,0.2487,-1.014,0.9922,-0.8673,0
"408",11.47,1.697,2.332,2.354,1.952,1.542,1.964,1.5,1.588,1.224,1.191,1.192,0.9105,-248.1,18.01,4.421,3.056,4.686,3.699,1.164,0.6061,1.413,0.1665,-0.7862,0.8798,-0.5196,0
"409",13.7,1.523,2.848,2.972,2.203,1.673,2.215,2.009,2.128,1.258,1.298,1.33,0.8924,-223.1,18.57,2.493,2.305,6.2,4.712,-0.5196,0.9951,0.4545,0.9319,-1.249,1.617,-0.9184,0
