"","MFCC Overall Standard Deviation0","MFCC Overall Standard Deviation1","MFCC Overall Standard Deviation2","MFCC Overall Standard Deviation3","MFCC Overall Standard Deviation4","MFCC Overall Standard Deviation5","MFCC Overall Standard Deviation6","MFCC Overall Standard Deviation7","MFCC Overall Standard Deviation8","MFCC Overall Standard Deviation9","MFCC Overall Standard Deviation10","MFCC Overall Standard Deviation11","MFCC Overall Standard Deviation12","MFCC Overall Average0","MFCC Overall Average1","MFCC Overall Average2","MFCC Overall Average3","MFCC Overall Average4","MFCC Overall Average5","MFCC Overall Average6","MFCC Overall Average7","MFCC Overall Average8","MFCC Overall Average9","MFCC Overall Average10","MFCC Overall Average11","MFCC Overall Average12"
"349",18.9,2.328,3.867,3.392,2.807,2.171,2.322,2.522,2.123,1.637,1.312,1.762,1.114,-224.7,20.95,9.698,6.373,-0.6651,0.7924,4.171,-0.7205,0.5397,-2.032,0.8875,-0.124,-0.6187
"350",17.22,1.412,2.849,2.923,1.869,1.607,2.17,2.121,1.893,1.363,1.36,1.377,0.9357,-210.2,20.92,5.279,3.096,0.8967,1.306,2.453,1.62,-1.313,-1.775,1.227,0.0489,-0.5394
"351",18.06,1.651,3.026,2.933,2.264,1.743,2.123,2.141,1.88,1.353,1.384,1.254,0.9496,-226.9,20.29,7.214,4.506,0.5731,1.626,3.622,0.8404,0.3607,-1.373,1.132,0.4209,-0.7535
"352",11.4,1.412,2.537,2.345,2.005,1.841,1.71,2.029,1.548,1.274,1.265,1.371,0.8894,-198.6,21.52,6.104,4.174,-0.02521,1.38,3.62,1.78,-0.6809,-2.321,1.523,-0.09613,-0.4753
"353",12.81,1.487,2.77,2.588,2.044,1.568,1.832,2.11,1.562,1.165,1.279,1.351,0.9643,-219.6,21.09,6.626,4.617,0.713,1.428,2.843,0.7033,0.3001,-1.19,0.6315,-0.3887,-0.6363
"354",13.7,2.016,2.866,2.543,2.301,1.867,1.79,2.031,1.837,1.226,1.216,1.414,0.8726,-246.9,18.54,12.4,7.318,0.1341,2.062,4.444,-1.136,2.068,-0.9037,0.07994,0.958,-0.8778
"355",14.04,1.965,3.708,3.473,2.448,1.787,2.37,2.973,2.169,1.376,1.481,1.612,1.416,-221.4,19.72,5.684,4.06,3.118,3.365,2.514,1.025,-0.6202,-1.331,0.3398,1.031,-1.287
"356",25.01,1.688,2.896,2.691,1.935,1.654,1.784,2.097,1.943,1.322,1.358,1.399,0.9694,-231.6,19.45,6.027,2.894,0.8252,1.246,2.769,1.234,-1.04,-1.713,1.136,0.4732,-1.102
"357",10.81,1.514,2.326,2.031,1.855,1.538,1.765,1.736,1.867,1.263,1.134,1.213,0.9195,-225.4,20.05,7.09,4.86,0.06447,1.876,4.33,0.8521,1.457,-1.473,0.9748,0.7353,-0.8455
"358",13.63,1.393,2.426,2.605,2.143,2.1,1.779,1.846,2.01,1.087,1.456,1.465,0.8775,-220,20.58,5.415,3.385,1.198,1.055,1.578,1.008,0.4421,-0.2781,0.5215,-0.6154,-0.3812
"359",8.204,1.162,1.939,2.02,1.501,1.527,1.683,1.648,1.501,1.18,1.186,1.181,0.9933,-197.6,20.37,4.036,3.113,2.633,2.554,1.157,1.372,-0.3962,-0.3124,0.4993,0.6854,-0.9364
"360",14.8,1.351,2.401,2.47,1.802,1.374,1.951,1.618,1.765,1.287,1.165,1.175,0.9104,-217.1,20.8,5.223,2.883,0.5623,0.9433,2.479,1.634,-1.349,-1.81,1.273,-0.01854,-0.523
"361",19.36,1.291,2.629,2.853,1.598,1.468,1.689,2.257,2.046,1.316,1.163,1.296,0.9573,-198.6,20.64,3.919,2.269,1.895,1.425,0.6451,1.786,-1.263,-0.3959,1.127,-0.05883,-0.6739
"362",17.96,1.366,2.926,3.137,2.013,1.686,2.018,2.367,2.01,1.244,1.338,1.387,0.8809,-206.5,20.92,4.928,3.179,1.502,1.461,1.528,1.181,-0.9149,-0.9984,1.067,0.1159,-0.5692
"363",14.24,1.474,2.527,2.559,1.737,1.49,1.645,2.044,1.85,1.202,1.17,1.264,0.9317,-216.8,19.62,3.436,1.142,0.9789,1.346,2.258,2.791,-1.964,-1.759,1.353,0.8153,-0.6039
"364",11.99,1.743,2.668,2.668,1.818,1.434,1.827,1.842,1.774,1.276,1.142,1.386,0.8815,-235.7,18.89,6.958,4.571,1.356,2.563,3.712,0.1982,1.372,-1.179,0.586,1.404,-0.951
"365",14.36,1.192,2.45,2.554,1.561,1.453,1.733,1.979,1.724,1.201,1.199,1.204,0.8456,-205.6,20.9,4.75,3.292,2.094,1.796,1.053,1.226,-0.4885,-0.3081,0.8486,0.04306,-0.6763
"366",13.01,1.589,2.611,2.332,2.029,1.598,1.725,2.026,1.768,1.366,1.211,1.384,0.9861,-225.3,19.62,5.03,2.664,1.029,1.894,3.08,2.043,-0.4215,-1.573,1.169,0.8943,-0.9502
"367",12.52,1.279,2.099,1.964,1.669,1.362,1.558,1.875,1.553,1.112,1.144,1.453,0.9713,-222.8,20.77,7.408,5.143,0.354,1.656,3.62,0.1471,0.2957,-1.634,1.147,0.7495,-0.9552
"368",11.96,1.562,2.707,2.646,2.017,1.457,1.968,2.15,1.766,1.253,1.323,1.191,0.8305,-224.9,19.69,5.869,4.087,1.433,2.237,2.948,0.3054,0.4624,-1.331,0.6374,1.287,-1.014
"369",13.76,2.225,2.527,2.328,1.75,1.464,1.658,1.653,1.405,1.171,1.12,1.278,0.9875,-257.7,16.16,4.969,1.294,2.92,2.391,2.613,1.649,-0.3592,-1.397,0.6759,0.9683,-0.6693
"370",18.82,1.723,3.181,3.246,2.213,1.667,2.179,2.324,2.064,1.424,1.42,1.204,0.8679,-226.4,20.42,6.846,4.477,1.364,1.626,2.371,0.08869,0.3423,-0.9263,0.6036,0.06193,-0.7835
"371",19.21,3.305,2.942,2.898,2.211,1.844,1.64,1.952,1.416,1.297,1.285,1.248,1.11,-259.6,17.34,9.577,3.678,-0.3286,-0.114,3.468,1.338,0.5383,-0.9737,0.7471,-0.9752,-0.4694
"372",11.81,1.39,2.488,2.511,1.955,1.77,1.737,2.416,1.762,1.523,1.38,1.34,1.048,-211.9,19.99,3.831,0.7227,-1.375,-0.08367,3.585,4.783,-2.361,-2.367,2.559,-0.6441,-0.8187
"373",13.29,1.394,2.67,2.663,1.89,1.631,1.618,2.115,1.741,1.205,1.327,1.17,0.7922,-219.1,20.71,6.256,5.258,2.866,2.794,1.62,-0.2898,1.576,0.1059,-0.2436,0.1772,-0.5565
"374",23.5,1.685,3.616,3.043,2.519,1.853,2.429,1.997,1.782,1.706,1.496,1.519,0.8101,-219.8,21.99,10.56,6.713,-2.77,-0.7573,4.817,0.06406,0.716,-1.993,1.481,-1.32,-0.3661
"375",11.53,1.313,2.376,2.314,2.082,1.684,1.789,1.844,1.563,1.221,1.293,1.46,0.8586,-219.7,20.37,5.076,3.638,2.79,2.966,2.431,1.526,-0.2182,-1.068,0.5139,0.8133,-0.7071
"376",12.31,1.323,2.624,2.515,1.802,1.501,1.759,2.072,1.767,1.314,1.228,1.491,0.9058,-213.6,20.51,4.842,2.816,0.7027,1.556,2.866,1.993,-1.348,-1.996,1.355,0.6083,-0.8545
"377",12.73,1.388,2.708,2.539,1.964,1.515,1.694,2.18,1.941,1.099,1.332,1.136,0.9026,-224.7,20.13,6.902,4.6,-0.01489,1.407,3.649,0.6746,1.218,-1.06,0.9253,0.4009,-0.8204
"378",9.979,1.297,2.863,2.676,1.854,1.585,1.881,1.894,1.693,1.343,1.338,1.252,0.8919,-218.2,21.34,6.602,3.888,-0.5439,-0.6818,1.63,0.7084,0.5569,0.07493,1.349,-1.713,-0.4484
"379",17.59,1.368,3.076,3.281,1.552,1.482,2.172,2.159,2.082,1.277,1.221,1.322,0.8959,-208.3,20.82,4.5,2.315,0.7909,0.9852,1.899,2.392,-1.234,-1.092,1.373,-0.3471,-0.6252
"380",16.55,1.902,2.604,2.298,2.357,1.958,1.729,1.766,1.777,1.241,1.497,1.425,0.8364,-229.8,21.11,12.07,8.592,-0.8304,1.477,5.027,-2.321,2.132,-1.597,0.687,0.7107,-0.7527
"381",22.85,2.015,3.103,3.081,2.102,1.547,2.232,1.894,1.743,1.414,1.19,1.303,0.9088,-237,19.37,6.427,2.507,0.6563,0.862,2.921,2.062,-0.7564,-1.562,1.154,-0.2687,-0.4381
"382",16.27,1.443,2.633,2.556,2.127,1.821,1.901,2.12,1.83,1.329,1.331,1.458,1.012,-223.5,19.97,5.776,3.13,-0.4685,0.6642,3.182,1.87,-0.04198,-1.349,1.165,-0.1797,-0.7441
"383",10.81,1.486,2.506,2.319,1.743,1.393,1.602,1.899,1.721,1.083,1.105,1.219,0.7843,-234,19.29,6.302,3.897,1.806,2.629,3.369,0.9615,1.04,-1.156,0.4498,1.09,-0.849
"384",14.75,1.78,2.328,2.176,2.11,1.946,1.944,1.981,1.686,1.253,1.438,1.509,1.468,-228.8,20.93,9.634,6.254,-0.7223,0.9294,3.86,-0.6206,0.8588,-1.69,1.165,0.3953,0.01586
"385",13.88,1.387,2.496,2.45,2.19,1.749,1.777,1.929,1.534,1.262,1.221,1.391,0.8162,-218.2,20.25,4.952,3.235,1.562,2,2.392,1.273,-0.4305,-1.213,0.9684,0.8046,-0.8615
"386",21.59,1.279,2.744,2.969,1.919,1.98,1.947,2.308,1.937,1.302,1.365,1.534,0.9222,-206.7,21.89,7.277,5.3,0.4404,0.4298,1.42,-0.8849,0.3188,-0.9298,0.6814,-1.108,0.001301
"387",13.32,1.66,2.955,2.63,2.363,1.745,1.814,2.115,1.963,1.345,1.199,1.616,0.9308,-222.9,19.63,5.85,4.215,2.443,3.456,3.545,0.741,-0.1345,-1.973,0.6135,1.945,-1.294
"388",11.36,1.617,2.552,2.26,1.792,1.543,1.733,1.682,1.648,1.14,1.163,1.425,0.8597,-236,19.49,6.563,3.328,0.8234,1.281,2.918,0.9659,0.0349,-1.302,0.6915,0.3766,-0.6174
"389",14.39,1.739,2.959,2.762,2.458,1.991,2.053,1.958,1.727,1.291,1.429,1.399,0.9691,-229.7,20.91,9.006,5.207,-1.909,-0.5569,3.824,-0.02332,0.3433,-1.525,1.39,-0.6907,-0.3344
"390",21.46,1.333,2.513,2.658,2.209,1.703,1.899,2.305,1.849,1.474,1.394,1.647,0.8686,-215.8,19.8,4.084,2.374,1.922,2.299,2.44,2.176,-1.03,-1.447,0.871,0.8395,-1.096
"391",17.89,1.357,2.171,2.035,2.208,1.776,1.644,1.779,1.496,1.412,1.412,1.427,0.9303,-215.4,20.56,5.617,4.004,1.482,2.018,2.415,0.5362,-0.4146,-1.478,0.7456,0.7863,-0.6759
"392",10.36,1.21,2.04,2.02,2.173,1.612,1.779,1.623,1.413,1.218,1.289,1.217,0.8058,-212.8,19.86,3.231,2.267,3.802,3.373,1.012,1.993,-0.6693,-0.495,-0.1434,0.9365,-0.8203
"393",25.2,1.46,2.915,3.095,2.725,2.522,2.123,2.726,1.83,1.595,1.681,1.981,1.221,-200.5,21,5.107,2.556,-0.2369,0.2644,2.573,2.804,-1.04,-1.392,1.607,-1.318,-0.4531
"394",15.68,1.483,2.871,2.92,2.129,1.608,1.872,2.142,2.379,1.367,1.234,1.506,0.9355,-206,20.14,3.148,1.117,1.583,1.667,1.783,3.168,-2.495,-1.813,1.273,0.4332,-0.7949
"395",19.29,1.871,2.717,2.525,2.666,2.078,1.916,1.849,1.735,1.509,1.49,1.508,1.048,-217.5,20.98,7.106,4.996,1.401,1.99,2.923,0.03164,-0.2797,-1.586,1.289,0.7226,-0.7101
"396",17.79,1.615,3.035,2.794,2.804,2.536,1.923,2.18,1.62,1.477,1.707,1.741,1.046,-224.3,21.16,8.302,4.361,-2.665,-1.766,3.346,0.8834,0.6383,-0.8651,1.615,-1.973,-0.2247
"397",17.78,1.236,2.677,2.779,1.713,1.588,2.148,1.928,1.782,1.304,1.261,1.302,0.8682,-185.8,21.73,5.627,3.189,-0.5973,0.2359,2.901,2.112,-1.69,-2.189,2.066,-0.7267,-0.6017
"398",15.89,1.17,2.41,2.471,1.524,1.439,1.788,1.836,1.744,1.105,1.058,1.252,0.8681,-206.8,21.32,6.78,5.392,0.8151,1.241,1.835,-0.8999,0.7926,-0.773,0.3422,-0.3024,-0.3849
"399",11.58,1.609,2.722,2.459,2.209,1.735,1.724,1.873,1.874,1.102,1.223,1.277,0.8825,-231.7,19.78,7.403,4.977,0.9558,2.064,3.543,0.03674,1.418,-1.028,0.4808,0.7165,-0.9701
"400",10.46,1.287,2.34,2.196,1.928,1.672,1.825,1.769,1.487,1.383,1.323,1.316,0.8937,-201.6,20.05,3.265,2.231,3.159,3.291,2.023,2.634,-1.467,-1.241,0.8465,1.587,-1.148
"401",10.1,1.184,2.171,2.14,1.769,1.598,1.538,1.855,1.367,1.254,1.198,1.235,0.9933,-193.9,20.48,3.209,1.692,1.939,1.866,1.457,2.964,-1.951,-0.9806,1.436,0.3516,-1.158
"402",14.67,1.449,2.709,2.51,1.961,1.588,1.728,2.091,1.555,1.168,1.293,1.279,0.8746,-222.7,20.93,7.094,4.846,1.132,2.071,3.532,0.7371,-0.08859,-1.772,0.9219,0.5715,-0.7988
"403",24.89,1.459,3.055,2.845,2.271,1.996,2.092,2.044,1.836,1.236,1.354,1.552,0.968,-222.8,21.18,8.317,4.897,-1.004,-0.8558,1.905,-0.4616,0.4615,-0.4864,1.238,-1.434,-0.1284
"404",9.211,1.286,2.255,2.078,1.72,1.371,1.697,1.797,1.468,1.445,1.236,1.268,0.9104,-215.1,21.43,6.21,3.873,-0.6223,0.1848,3.138,1.981,0.12,-1.254,0.9059,-1.525,-0.516
"405",17.9,1.588,2.227,2.25,2.065,1.587,1.722,1.775,1.671,1.128,1.196,1.175,0.8859,-234.9,19.2,4.625,1.948,2.942,2.351,1.893,1.735,-1.194,-1.607,0.5578,0.5885,-0.3508
"406",15.59,1.449,3.352,3.216,2,1.569,2.385,2.284,1.976,1.407,1.164,1.23,0.8719,-215.3,21.31,7.264,4.911,-0.04767,1.649,4.424,1.302,-0.1211,-2.196,1.569,0.4365,-0.6928
"407",20.38,1.056,2.344,2.574,1.592,1.634,1.699,1.97,1.941,1.276,1.219,1.346,0.8368,-197.6,21.22,5.157,3.451,0.9929,0.3751,0.1275,0.1023,-0.274,-0.218,0.5621,-1.054,-0.02018
"408",19.06,1.63,2.488,2.438,2.094,1.731,1.79,1.733,1.568,1.193,1.146,1.349,0.9023,-227.4,19.62,4.508,2.154,1.66,1.778,2.278,2.222,-0.6612,-1.096,0.9724,0.3622,-0.7499
"409",15.72,1.403,2.442,2.424,1.883,1.624,1.771,1.952,1.591,1.313,1.285,1.325,0.9169,-218.1,21.21,6.688,3.667,-1.072,-0.09908,3.15,1.302,-0.648,-1.849,1.506,-0.8107,-0.3606
"410",13.6,1.933,3.226,2.587,2.49,1.999,1.675,2.068,1.776,1.204,1.364,1.457,0.9005,-234.9,20.28,12.14,8.895,0.706,2.712,4.969,-2.417,3.197,-1.085,-0.206,0.8983,-0.979
"411",12.29,1.364,2.579,2.403,1.969,1.535,1.577,2.093,1.501,1.203,1.163,1.251,0.8085,-222.4,20.92,6.909,4.678,0.8041,1.885,3.626,0.8727,-0.06902,-1.869,0.7521,0.2692,-0.9399
"412",21.57,3.53,3.639,2.791,2.006,1.833,1.978,1.771,1.677,1.278,1.199,1.361,0.8613,-260.1,16.13,8.972,4.181,2.022,1.675,2.722,0.3523,0.5792,-0.9012,0.352,0.1562,-0.5029
"413",15.64,1.309,2.427,2.555,2.014,1.667,1.738,2.124,1.94,1.273,1.26,1.381,0.8897,-216.1,19.99,4.304,2.794,2.226,2.231,1.72,1.435,-0.3202,-0.6984,0.5483,0.5381,-1.055
"414",12.55,1.439,2.43,2.492,2.037,1.789,1.873,1.93,1.697,1.168,1.276,1.34,0.8618,-227.3,20.17,6.097,4.234,1.791,1.969,2.122,0.2642,1.016,-0.4258,0.1248,0.1565,-0.5895
"415",21.18,1.205,2.031,2.075,1.546,1.538,1.761,1.522,1.965,1.191,1.16,1.31,0.9106,-181.1,22.07,6.558,4.614,0.1122,0.1855,1.544,0.1778,0.05934,-0.7821,1.119,-1.358,-0.1193
"416",12.63,1.328,2.572,2.836,1.919,1.759,1.706,2.456,2.238,1.495,1.457,1.436,0.9469,-183.8,20.96,4.305,2.435,1.028,1.627,2.275,2.838,-1.561,-1.55,1.327,0.09598,-0.4541
"417",17.39,1.617,2.408,2.326,2.158,1.721,1.737,2,1.782,1.311,1.247,1.386,1.022,-223.8,19.59,5.364,3.217,1.076,2.153,3.37,1.334,-0.4397,-2.017,1.055,1.28,-1.006
"418",21.46,1.821,2.887,2.687,1.888,1.607,2.078,2.076,2.07,1.215,1.234,1.513,0.9293,-223.3,20.69,7.854,4.592,-0.5279,0.6288,3.521,0.499,-0.1702,-1.727,1.333,0.1235,-0.5791
"419",10.06,1.359,2.787,2.63,1.941,1.793,1.606,2.078,1.542,1.241,1.253,1.336,0.9833,-222.2,21.32,8.019,4.994,-1.634,-0.6694,3.303,0.3525,1.05,-0.7712,1.317,-1.235,-0.3343
"420",12.03,1.414,2.778,2.646,1.817,1.56,1.816,2.017,1.754,1.342,1.178,1.321,0.8496,-225.3,20.43,6.259,3.749,0.2848,1.12,3.134,1.339,0.1467,-1.304,0.9796,-0.04667,-0.6087
"421",12.56,1.387,3.374,2.926,1.612,1.369,2.055,2.045,1.864,1.1,1.112,1.205,0.8507,-225.7,21.14,8.475,6.226,0.7275,1.474,2.811,-1.034,1.426,-0.6196,0.3805,-0.04847,-0.5292
"422",15.81,1.196,2.574,2.691,1.741,1.616,1.787,2.194,1.83,1.197,1.292,1.232,0.9729,-202.1,21.15,5.404,4.318,2.304,2.127,1.147,0.4539,0.4413,-0.02569,0.2863,-0.08228,-0.4715
"423",13.51,1.156,2.204,2.187,1.804,1.693,1.796,1.817,1.612,1.258,1.306,1.232,0.9286,-208.8,21.02,5.398,3.514,0.7027,1.825,3.465,2.429,-0.6946,-1.911,1.148,-0.1556,-0.6648
"424",15.03,1.236,2.319,2.497,1.703,1.525,1.887,1.781,1.988,1.4,1.329,1.295,0.8553,-198.1,20.57,3.971,2.928,2.654,2.092,0.2819,1.109,-0.4031,0.08587,0.1454,-0.08093,-0.7253
"425",14.51,1.364,2.812,2.966,1.925,1.64,1.982,2.129,2.003,1.261,1.298,1.246,0.8897,-209.7,21.05,5.397,3.06,0.3502,1.217,3.158,2.333,-1.006,-1.897,1.456,-0.04982,-0.6451
"426",21.11,1.484,3.05,3.019,2.249,1.996,1.903,2.523,2.026,1.239,1.481,1.411,0.9165,-208.2,20.7,5.102,3.352,1.68,2.102,2.664,1.792,-0.9858,-1.81,0.8417,0.3879,-0.6808
"427",17.31,1.399,2.452,2.084,2.355,1.865,1.892,2.04,2.5,2.358,1.54,1.71,2.267,-225.2,20.48,9.231,6.104,-0.3372,1.412,3.76,-0.7404,0.1726,-2.481,0.9103,0.5918,0.09131
"428",12.8,1.379,1.942,1.808,1.845,1.418,1.602,1.889,1.629,1.11,1.315,1.374,0.8318,-223.1,20.43,7.244,5.287,1.267,2.65,4,0.0792,0.8579,-1.661,0.9987,1.423,-1.049
"429",12.52,2.653,3.01,2.904,1.815,1.6,2.002,2.13,2.112,1.171,1.094,1.253,0.7904,-250,18.02,13.09,8.225,1.27,3.127,4.774,-1.657,2.418,-1.186,-0.3366,1.33,-0.854
"430",23.83,1.916,2.784,2.548,2.206,1.933,1.886,2.151,2.067,1.225,1.305,1.694,0.9094,-231.2,19,7.246,4.332,0.8732,1.978,3.394,0.237,0.9113,-1.273,0.67,0.9887,-0.9607
"431",10.94,1.236,2.446,2.461,1.721,1.445,1.743,1.924,1.663,1.283,1.204,1.319,0.9819,-183.5,20.25,2.856,1.946,3.31,2.734,0.9434,2.601,-1.773,-0.7446,0.6721,0.8266,-1.155
"432",11.9,1.37,2.605,2.376,1.646,1.301,1.597,2.009,1.547,1.177,1.201,1.163,0.8694,-222.9,20.88,7.196,4.515,-1.018,0.5383,3.867,1.097,0.3511,-1.575,1.145,-0.3109,-0.6217
"433",10.25,1.372,2.691,2.644,1.9,1.878,1.767,2.344,1.597,1.397,1.235,1.369,0.9916,-190.3,20.77,4.129,2.841,1.381,1.88,2.183,2.677,-0.4978,-0.942,0.6841,-0.4762,-0.7299
"434",10.58,1.323,2.288,2.277,1.815,1.44,1.6,1.917,1.538,1.228,1.217,1.289,0.7678,-210.2,20.64,4.094,2.496,1.886,2.315,2.727,2.973,-1.566,-2.018,0.9672,0.2682,-0.8687
"435",15.03,1.739,2.304,2.066,2.164,1.851,1.708,1.839,1.6,1.427,1.492,1.428,0.9893,-238.4,19.75,9.473,5.401,-1.242,0.4585,4.383,0.5032,1.259,-0.9488,1.241,-0.01501,-0.7668
"436",17.73,2.091,3.51,3.24,2.435,2.121,1.811,2.882,2.077,1.771,1.348,1.704,1.061,-219.8,21.74,9.887,6.43,-2.016,-0.03995,4.67,-0.3898,0.4739,-2.321,1.61,-0.6305,-0.489
"437",15.79,1.741,2.666,2.144,2.099,1.563,1.839,1.888,1.62,1.22,1.356,1.166,0.9104,-229.4,20.59,9.529,6.48,-0.1114,1.396,3.804,-0.9793,1.359,-1.368,0.5957,0.3374,-0.5663
"438",15.15,1.469,2.61,2.505,1.919,1.532,1.832,2.044,1.745,1.272,1.219,1.326,1.017,-219,20.4,6.333,3.519,-1.358,0.3172,3.865,1.744,-0.2573,-2.026,1.485,-0.1535,-0.523
"439",13.28,1.25,2.438,2.441,1.81,1.524,1.948,2.135,1.798,1.435,1.352,1.392,0.9148,-190.9,21.03,4.588,2.649,0.3943,1.348,3.043,3.097,-1.525,-1.992,1.457,-0.2977,-0.7595
"440",16.19,1.582,2.721,2.497,2.353,1.916,1.872,2.118,1.783,1.366,1.405,1.381,0.9665,-215,20.02,3.795,2.255,2.703,2.697,1.823,1.957,-1.496,-1.794,0.4935,0.8611,-0.4025
"441",13.79,1.213,2.378,2.303,1.931,1.579,1.79,1.984,1.546,1.36,1.28,1.403,1.044,-206,20.31,3.857,1.407,-0.3762,0.6062,2.783,3.555,-2.14,-2.21,1.529,-0.5457,-0.9039
"442",23.35,1.379,2.525,2.765,1.913,1.979,1.957,1.902,2.021,1.2,1.383,1.537,0.8988,-213.7,21.41,6.916,4.386,-0.05009,-0.2316,1.303,-0.3931,0.08021,-0.8407,1.025,-1.144,0.1502
"443",17.62,1.301,2.534,2.943,1.719,1.527,1.762,2.293,2.171,1.46,1.256,1.29,0.9262,-211.1,20.3,3.541,1.134,0.7702,0.7363,1.725,2.903,-2.054,-1.415,1.684,-0.03918,-0.4105
"444",13.29,2.078,2.653,2.207,1.885,1.553,1.682,1.743,1.636,1.163,1.074,1.252,0.8862,-246.6,19.08,10.56,5.982,0.4913,1.63,3.915,-0.395,1.112,-1.161,0.1527,0.4765,-0.6792
"445",12.89,2.233,2.757,2.264,2.133,1.68,1.62,1.942,1.534,1.293,1.265,1.184,0.931,-243.9,19.34,12.19,7.188,-0.9711,1.21,4.842,-0.7227,2.058,-0.9553,0.4143,0.4557,-0.8733
"446",19.39,1.618,2.51,2.411,2.406,1.807,1.754,1.983,1.728,1.44,1.57,1.351,1.013,-220.8,20.89,7.424,4.939,0.3645,1.169,3.037,-0.02841,0.3768,-1.436,0.9176,0.2147,-0.4171
"447",13.61,1.972,2.63,2.33,1.81,1.535,1.687,1.833,1.58,1.293,1.139,1.21,0.9066,-238.4,19.87,9.954,6.857,1.237,2.552,3.903,-1.178,1.542,-1.153,0.3147,1.122,-0.8564
"448",10.99,1.252,2.143,1.983,1.909,1.688,1.738,1.738,1.67,1.665,1.46,1.462,1.086,-200.6,20.81,4.311,2.734,1.473,0.5666,-0.1585,0.9805,-0.1443,0.3907,0.06399,-1.455,-0.3683
"449",11.71,1.408,2.519,2.299,1.852,1.344,1.785,1.91,1.607,1.226,1.047,1.254,0.8909,-228.7,19.9,6.114,3.833,0.9654,2.035,3.533,1.27,0.2048,-1.541,0.9244,1.007,-0.7164
"450",15.59,1.258,2.489,2.331,1.666,1.427,1.824,1.781,1.451,1.424,1.149,1.2,0.882,-203,22.36,7.669,4.868,-1.197,-0.2155,3.335,0.4139,-1.351,-2.685,2.061,-0.8948,-0.401
"451",16.66,1.96,3.454,2.83,2.225,1.946,1.971,2.129,2.09,1.191,1.389,1.408,0.812,-234.2,19.88,10.54,7.191,0.4348,2.316,4.676,-1.163,2.387,-1.113,0.1921,0.8925,-0.9266
"452",21.79,1.673,2.939,2.831,1.803,1.882,1.788,2.106,2.036,1.152,1.393,1.387,0.9592,-227,20.39,7.287,3.969,-0.7341,-0.4283,2.223,0.5653,0.8249,-0.2327,1.051,-1.234,-0.3731
"453",16.17,1.421,3.332,3.106,1.946,1.688,2.039,2.275,2.016,1.183,1.272,1.296,0.9078,-222.8,21.86,10.23,7.359,-0.5585,0.4314,3.028,-1.995,1.417,-1.094,0.3951,-0.9636,-0.2209
"454",18.13,1.636,3.077,2.987,2.028,1.781,2.116,1.951,2.085,1.492,1.251,1.398,1.011,-229.3,19.99,6.003,3.099,0.09258,0.2514,2.155,1.077,0.1586,-0.6405,1.133,-0.6105,-0.3864
"455",14.31,1.424,2.852,2.394,2.477,1.82,1.841,2.012,2.194,2.104,1.471,1.578,2.008,-224.3,20.63,8.585,5.932,0.08765,1.734,3.758,-0.472,0.386,-2.277,0.9471,0.7978,-0.05442
"456",11.96,1.584,2.963,3.047,1.913,1.611,1.943,2.105,1.903,1.173,1.289,1.347,0.8627,-231.5,20.89,8.206,5.392,0.389,0.4621,1.784,-1.084,0.9196,-0.6577,0.4671,-0.5989,-0.006388
"457",15.65,1.46,2.274,2.236,2.157,1.911,1.564,2.067,1.793,1.359,1.426,1.622,0.7974,-216.8,20.23,5.244,3.439,1.318,1.869,2.371,0.9678,-0.2403,-1.282,0.8258,0.7034,-0.7323
"458",14.43,1.97,3.032,2.68,2,1.65,1.839,2.535,2.099,1.27,1.41,1.408,0.9706,-237.2,19.55,10.75,7.435,0.9143,2.696,4.526,-1.462,2.549,-1.223,-0.01034,1.028,-0.7261
"459",13.92,1.482,2.883,2.834,2.174,1.633,2.11,2.326,1.841,1.537,1.389,1.552,1.118,-209.4,19.49,2.762,1.036,1.951,2.011,1.556,2.932,-1.55,-0.9393,0.9711,0.8055,-1.041
"460",22.68,1.14,2.621,2.704,1.579,1.66,1.832,1.956,1.78,1.05,1.231,1.432,0.8954,-209.2,21.74,6.783,3.725,-0.9157,-1.377,0.9225,-0.05666,-0.4555,-0.657,1.667,-1.947,0.05438
"461",11.43,1.641,2.423,2.26,2.04,1.726,1.68,1.863,2.032,1.326,1.343,1.294,0.8407,-236.5,19.34,6.982,4.217,1.745,2.438,3.157,0.5272,1.147,-0.9117,0.5872,1.03,-0.7347
"462",10.22,1.654,2.438,2.181,1.723,1.357,1.55,1.798,1.71,1.18,1.015,1.164,0.8212,-235.2,19.63,7.915,5.586,1.938,2.803,3.302,-0.7712,1.793,-0.9546,-0.1676,1.083,-0.9954
"463",17.76,1.921,2.895,2.69,2.316,1.823,1.925,1.983,1.797,1.328,1.377,1.328,1.023,-235.7,20.01,9.662,5.829,-0.348,0.6723,3.531,-0.4024,1.837,-0.6288,0.2806,-0.4662,-0.5763
"464",11.92,2.004,2.262,2.055,2.116,1.705,1.746,1.792,1.624,1.349,1.445,1.265,0.9816,-249.7,18.95,12.57,6.798,-0.7559,0.0255,2.736,-1.427,1.923,0.1694,-0.008336,-0.6308,-0.2467
"465",19.99,1.704,2.337,2.304,2.063,1.745,1.818,1.686,1.676,1.29,1.205,1.605,0.9029,-222.2,21,7.277,3.834,-0.6537,0.2336,3.29,1.188,-1.178,-2.174,1.623,-0.2775,-0.4739
